Brand,Model,Year,Miles(k miles),Registration,Control,Fuel,Location,Price(£),EngineSize,Doors,Emission,ModelFull,logPrice
BMW,i5,2025,101,2025 (25 reg),Auto,Electric,Harrogate ,69950,1.6,4,Unknown,- 250kW eDrive40 M Sport 84kWh Auto,11.155550275917102
Volvo,Other,2025,50,2025 (25 reg),Auto,Electric,Leeds ,46950,1.6,5,Unknown,"- Ultra, Twin Motor, Electric",10.75685978366411
BMW,3 Series,2011,199,2011 (11 reg),Manual,Diesel,Northowram ,1995,3.2,4,Unknown,EfficientDynamics,7.59890045687141
Land Rover,Range Rover,2018,70,2018 (68 reg),Auto,Diesel,Oldham ,39950,4.4,5,Euro 6 (s/s),SD V8 Autobiography Auto 4WD,10.595408982170255
Mercedes-Benz,A-Class,2013,57,2013 (13 reg),Manual,Diesel,Castleford ,8690,1.6,5,Unknown,- A200 CDI BlueEFFICIENCY AMG Sport,9.07004328643746
Porsche,Taycan,2023,9,2023 (72 reg),Auto,Electric,Sheffield ,72480,3.4,5,Unknown,- Performance Plus 9kWh Turbo Cross Turismo Electric Auto 4WD (11kW Ch,11.191079737531176
Vauxhall,Insignia,2015,93,2015 (64 reg),Manual,Diesel,Shipley ,3695,2.0,5,Euro 5 (s/s),CDTi ecoFLEX SRi Nav,8.215006432761575
Jaguar,F-Pace,2023,39,2023 (23 reg),Auto,Diesel,Oldham ,35949,2.0,5,Euro 6 (s/s),D200 MHEV R-Dynamic SE Black Auto AWD (204 ps),10.489884363149192
Land Rover,Freelander,2011,150,2011 (11 reg),Manual,Diesel,Wakefield ,3295,2.2,5,Unknown,eD4 S 2WD,8.100464891029363
Audi,Q7,2021,63,2021 (21 reg),Auto,Diesel,Bradford ,39990,1.6,5,Unknown,50 TDI Quattro Black Edition Tiptronic VAT QUALIFYING,10.596409707779776
Ford,Ranger,2024,9,2024 (24 reg),Auto,Diesel,Sheffield ,42900,2.0,4,Euro 6 (s/s),- TD EcoBlue Wildtrak Pickup Double Cab Diesel Auto 4WD,10.666650414667744
Kia,Sportage,2012,123,2012 (12 reg),Manual,Diesel,Rochdale ,3499,1.7,5,Unknown,CRDi ISG 3 [Sat Nav],8.160518247477505
Audi,A1,2014,103,2014 (14 reg),Manual,Petrol,Mexborough ,5495,1.4,3,Unknown,TFSI S Line,8.611775833902186
Land Rover,Freelander,2012,88,2012 (12 reg),Auto,Diesel,KEIGHLEY ,7495,2.2,5,Unknown,TD4 GS Auto,8.922124823918258
Skoda,Octavia,2012,87,2012 (12 reg),Auto,Diesel,Sheffield ,4995,2.0,5,Unknown,TDI CR Elegance DSG,8.516392871245468
Skoda,Karoq,2019,33,2019 (69 reg),Manual,Petrol,Bradford ,15502,1.5,5,Euro 6 (s/s),- TSI ACT SE L SUV Petrol Manual (150 ps) - SMARTLINK -,9.648788832566362
Nissan,Qashqai+2,2010,157,2010 (10 reg),Auto,Petrol,Mexborough ,2495,2.0,5,Unknown,N-Tec 4WD CVT,7.822444729489319
Citroen,C5 Aircross,2019,57,2019 (69 reg),Manual,Petrol,Huddersfield ,11495,1.2,5,Euro 6 (s/s),PureTech Flair Plus,9.34975442775886
Land Rover,Discovery,2017,45,2017 (17 reg),Auto,Diesel,Oldham ,30949,3.0,5,Unknown,TD6 HSE LUXURY AUTO 258 BHP,10.340128278112742
Land Rover,Range Rover,2024,3,2024 (24 reg),Auto,Hybrid,Sheffield ,119980,1.6,5,Unknown,"- AUTOBIOGRAPHY SLIDING PANORAMIC ROOF 22"" ALLOYS",11.695088675894803
Fiat,Panda,2018,64,2018 (18 reg),Manual,Petrol,Keighley ,4695,1.2,5,Unknown,Easy,8.454466361507933
Nissan,Qashqai,2015,143,2015 (15 reg),Auto,Diesel,Bradford ,5450,1.6,5,Unknown,dCi Tekna Xtronic auto,8.603554357064281
Audi,R8,2016,30,2016 (66 reg),Auto,Petrol,Oldham ,76949,5.2,2,Euro 6 (s/s),FSI V10 Plus Coupe Petrol S Tronic quattro (610 ps),11.250911139267025
Peugeot,5008,2022,29,2022 (22 reg),Auto,Diesel,Doncaster ,22695,1.5,5,Euro 6 (s/s),BlueHDi GT EAT,10.029943976488687
Audi,Q7,2012,102,2012 (12 reg),Auto,Diesel,Dalton Magna ,9995,3.0,5,Unknown,TDI 245 Quattro S Line Plus Tip Auto,9.209940291954844
Skoda,Karoq,2018,86,2018 (18 reg),Manual,Petrol,Sheffield ,10950,1.5,5,Euro 6 (s/s),TSI SE L,9.301186055275759
Honda,Civic,2012,54,2012 (62 reg),Manual,Petrol,Rotherham ,7200,1.8,5,Euro 5 (s/s),i-VTEC EX,8.881975184248867
Mercedes-Benz,E-Class,2021,8,2021 (71 reg),Auto,Diesel,Sheffield ,37980,2.0,2,Unknown,- dh MHEV AMG Line Night Edition (Premium Plus) Cabriolet Diesel Hybr,10.54484131366684
Audi,Q7,2012,146,2012 (12 reg),Auto,Diesel,Doncaster ,6995,3.0,5,Unknown,TDI 245 Quattro S Line Plus Tip Auto,8.853093836138493
SEAT,Leon,2016,93,2016 (16 reg),Manual,Petrol,Sheffield ,5495,1.2,3,Euro 6 (s/s),TSI SE Sport Coupe,8.611775833902186
Nissan,GT-R,2010,59,2010 (10 reg),Auto,Petrol,Bradford ,39990,3.8,2,Unknown,Premium Auto,10.596409707779776
Porsche,Macan,2023,14,2023 (73 reg),Auto,Petrol,Sheffield ,62480,1.6,5,Unknown,- T PDK HUGE SPEC PANORAMIC ROOF SPORTS EXHAUST,11.042617789507126
Jaguar,XJ,2007,72,2007 (7 reg),Auto,Diesel,Bradford ,4695,2.7,4,Unknown,XJ TDVi Sovereign Auto,8.454466361507933
Land Rover,Range Rover,2015,97,2015 (15 reg),Auto,Diesel,Rotherham ,19395,4.4,5,Euro 5,- SD V8 Vogue SE SUV Diesel Auto 4WD (339 ps),9.872822138225242
Audi,Q7,2020,123,2020 (70 reg),Auto,Diesel,Bradford ,26990,3.0,5,Euro 6 (s/s),TDI V6 45 S line SUV Diesel Tiptronic quattro (231 ps),10.203258756085228
Jeep,Compass,2025,10,2025 (25 reg),Auto,Hybrid,Cleckheaton ,28995,1.5,5,Euro 6 (s/s),T4 e-Hybrid MHEV North Star DCT FWD,10.274913168420769
Volvo,V70,2007,159,2007 (57 reg),Auto,Diesel,Wakefield ,2495,2.4,5,Euro 4,D5 SE Geartronic,7.822444729489319
Mercedes-Benz,GLE-Class,2022,75,2022 (22 reg),Auto,Hybrid,Leeds ,36770,3.5,5,Unknown,GLE 350de 4Matic AMG Line Premium 9G-Tronic,10.512464770009275
Suzuki,Grand Vitara,2008,120,2008 (58 reg),Manual,Petrol,Keighley ,1495,2.0,5,Unknown,16v X-EC,7.310550158534422
Audi,Q3,2018,77,2018 (18 reg),Manual,Petrol,Sheffield ,14500,1.4,5,Euro 6 (s/s),TFSI CoD Black Edition,9.581972891547895
MINI,Hatch,2014,35,2014 (64 reg),Manual,Petrol,Sheffield ,8290,1.5,5,Unknown,Cooper,9.022925868116218
BMW,i4,2025,101,2025 (25 reg),Auto,Electric,Harrogate ,67760,3.9,5,Unknown,- 250kW eDrive40 M Sport 8kWh Auto,11.123742087186342
BMW,i5,2025,101,2025 (25 reg),Auto,Electric,Harrogate ,60950,1.6,4,Unknown,- 250kW eDrive40 M Sport 84kWh Auto,11.01782554166572
Lexus,CT,2016,31,2016 (66 reg),Auto,Hybrid,High Peak ,13995,1.8,5,Unknown,200h Sport CVT Auto,9.54652685348758
Land Rover,Range Rover Velar,2024,5,2024 (73 reg),Auto,Petrol,Sheffield ,49980,2.0,5,Euro 6 (s/s),- P250 Dynamic HSE SUV Petrol Auto 4WD (249 ps),10.819398212191988
Ford,Kuga,2014,81,2014 (64 reg),Manual,Diesel,Cleckheaton ,5495,2.0,5,Euro 6 (s/s),TDCi Titanium 2WD,8.611775833902186
Ford,Kuga,2016,65,2016 (16 reg),Manual,Diesel,Shipley ,8595,2.0,5,Euro 6 (s/s),TDCi Titanium X 2WD,9.059052257762401
Audi,Q8,2023,35,2023 (72 reg),Auto,Petrol,Sheffield ,45680,3.0,5,Euro 6 (s/s),- TFSI V6 55 S line SUV Petrol Tiptronic quattro (340 ps,10.729437735508842
Jaguar,F-Type,2019,25,2019 (19 reg),Auto,Petrol,Oldham ,39449,3.0,2,Euro 6 (s/s),V6 GPF R-Dynamic Coupe Petrol Auto AWD (380 ps),10.582789326274021
Fiat,Panda,2021,22,2021 (21 reg),Manual,Petrol,Sheffield ,13290,0.9,5,Euro 6 (s/s),- TwinAir Cross,9.494842393421333
Land Rover,Range Rover Sport,2017,48,2017 (66 reg),Auto,Petrol,Sheffield ,33750,5.0,5,Euro 6 (s/s),- V8 SVR SUV Petrol Auto 4WD (550 ps),10.426765325491356
Nissan,ARIYA,2024,14,2024 (24 reg),Auto,Electric,Leeds ,36495,1.6,5,Unknown,- 225Kw Evolve 87Kwh 22Kwch E-4Orce Auto,10.50495794452417
Land Rover,Range Rover Sport,2018,40,2018 (18 reg),Auto,Diesel,Sheffield ,35650,3.0,5,Euro 6 (s/s),- SD V6 Autobiography Dynamic SUV Diesel Auto 4WD (306 p,10.481532475939918
Peugeot,308,2012,91,2012 (62 reg),Manual,Diesel,Sheffield ,1990,1.6,5,Euro 5 (s/s),e-HDi Active,7.596392304064196
Kia,Picanto,2012,63,2012 (62 reg),Manual,Petrol,Keighley ,2995,1.0,5,Unknown,1 Air,8.005033344637111
Audi,Q5,2015,57,2015 (65 reg),Manual,Diesel,Sheffield ,13950,2.0,5,Euro 6 (s/s),TDI S line Plus quattro,9.543306469268108
Ford,Kuga,2015,73,2015 (15 reg),Manual,Diesel,Sheffield ,6950,2.0,5,Euro 6 (s/s),TDCi Titanium 2WD,8.846640813100485
Subaru,XV,2012,129,2012 (62 reg),Auto,Petrol,Harrogate ,4395,2.0,5,Unknown,- ***DEPOSIT TAKEN*** L i SE Luxury Premium Symmetrical AWD CVT SUV Pe,8.388450315523512
Mercedes-Benz,GLE-Class,2021,95,2021 (21 reg),Auto,Diesel,Heckmondwike ,37995,2.9,5,Euro 6 (s/s),GLE400d AMG Line (Premium Plus) G-Tronic 4MATIC (7 Sea,10.545236170010073
Volkswagen,Golf,1991,125,1991 (H),Manual,Petrol,Wakefield ,7495,1.8,5,Unknown,(H) - GTI,8.922124823918258
Toyota,C-HR,2017,138,2017 (67 reg),Auto,Hybrid,Rotherham ,9995,1.8,5,Unknown,Hybrid Dynamic CVT,9.209940291954844
Vauxhall,Viva,2015,55,2015 (65 reg),Manual,Petrol,Leeds ,4480,1.0,5,Euro 6,i SE (a/c),8.407601514786142
Audi,Q8,2018,69,2018 (68 reg),Auto,Diesel,Bradford ,34990,1.6,5,Unknown,50 TDI Quattro S Line Tiptronic SQ8 STYLING,10.462846164547514
Ford,Focus,2011,95,2011 (61 reg),Manual,Petrol,Hyde ,2495,1.6,5,Unknown,125 Titanium,7.822444729489319
BMW,1 Series,2020,40,2020 (70 reg),Auto,Petrol,Oldham ,20949,1.5,5,Unknown,l 118i M Sport Step Auto,9.949893925350283
Hyundai,TUCSON,2018,100,2018 (68 reg),Manual,Diesel,Rochdale ,9995,1.6,5,Euro 6 (s/s),CRDi Premium SUV Diesel Manual (115 ps),9.209940291954844
Renault,Clio,2016,52,2016 (16 reg),Manual,Petrol,Ashton-under-lyne ,5995,0.9,5,Unknown,TCE 90 Dynamique S Nav,8.698847859222488
Ford,Fiesta,2011,93,2011 (11 reg),Manual,Petrol,Halifax ,1990,1.2,3,Unknown,5 Edge [82],7.596392304064196
BMW,5 Series Gran Turismo,2011,84,2011 (11 reg),Auto,Diesel,Wakefield ,7695,3.0,5,Euro 5,530d Executive GT Steptronic,8.948455992345542
Land Rover,Defender 90,2024,4,2024 (74 reg),Auto,Diesel,Sheffield ,83976,3.0,3,Euro 6,- D350 MHEV X-Dynamic HSE Hard Top SUV Diesel Auto 4WD SWB (s/,11.33829823080897
Citroen,C1,2015,52,2015 (15 reg),Auto,Petrol,Dukinfield ,7095,1.0,5,Euro 6,VTi Flair Airscape ETG5 (),8.867286523989415
Honda,CR-V,2012,136,2012 (62 reg),Manual,Diesel,Wakefield ,4500,2.2,5,Unknown,i-DTEC EX,8.412054873292933
Mercedes-Benz,CLA,2023,2,2023 (23 reg),Auto,Petrol,Boroughbridge ,53995,2.0,4,Euro 6 (s/s),CLA45 AMG S Plus Coupe 8G-DCT 4MATIC+,10.896665248728718
Porsche,Panamera,2021,70,2021 (21 reg),Auto,Hybrid,York ,54989,2.9,5,Euro 6 (s/s),V6 E-Hybrid 1kWh 4S Sport Turismo PDK 4WD ( kW C,10.91490662950186
Land Rover,Defender,2023,14,2023 (72 reg),Auto,Diesel,Sheffield ,58980,1.6,5,Unknown,- X-DYNAMIC S 1 OWNER FULL LAND ROVER HISTORY,10.984970637125501
Nissan,Qashqai,2025,3,2025 (25 reg),Manual,Hybrid,Leeds ,27999,1.3,5,Unknown,- Dig-T Mh N-Connecta,10.239959789157341
Kia,Rio,2009,69,2009 (9 reg),Auto,Petrol,Bradford ,3999,1.4,5,Unknown,3 Auto,8.294049640102028
Vauxhall,Insignia,2016,103,2016 (66 reg),Manual,Petrol,Oldham ,3995,1.4,5,Euro 6 (s/s),i Turbo Limited Edition,8.293049139768444
Audi,A4 Avant,2017,59,2017 (17 reg),Manual,Diesel,Bradford ,16490,2.0,5,Euro 6 (s/s),TDI ultra S line Estate Diesel Manual (190 ps),9.71057005652877
Ford,Kuga,2025,7,2025 (25 reg),Auto,Hybrid,Monks Cross ,29990,2.5,5,Euro 6 (s/s),Duratec 1kWh ST-Line X CVT,10.30865261563529
Vauxhall,Mokka,2013,84,2013 (13 reg),Manual,Diesel,Cleckheaton ,3995,1.7,5,Euro 5 (s/s),CDTi SE 2WD,8.293049139768444
Audi,Q7,2019,84,2019 (19 reg),Auto,Diesel,Bradford ,32990,3.0,5,Euro 6 (s/s),TDI V6 50 Vorsprung SUV Diesel Tiptronic quattro (286,10.403990075979044
Porsche,Taycan,2023,17,2023 (73 reg),Auto,Electric,Oldham ,63975,3.4,5,Unknown,Performance Plus 9kWh GTS Sport Turismo Auto 4WD (11kW Charger),11.066263292011726
Land Rover,Discovery,2019,45,2019 (69 reg),Auto,Diesel,Sheffield ,37480,1.6,5,Unknown,- SD6 HSE LUXURY SLIDING PANORAMIC ROOF,10.531589416892908
Land Rover,Range Rover Evoque,2012,114,2012 (12 reg),Auto,Diesel,Oldham ,6495,2.2,3,Euro 5,SD4 Pure Auto 4WD,8.778941881841513
Audi,A3,2017,72,2017 (67 reg),Auto,Petrol,Bradford ,22990,1.6,4,Unknown,S3 TFSI Quattro Black Edition S Tronic,10.042858113983936
Honda,CR-V,2025,2,2025 (25 reg),Auto,Hybrid,Sheffield ,42999,2.0,5,Euro 6 (s/s),1kWh Advance Tech eCVT,10.668955394675699
MG,MG ZS,2020,26,2020 (20 reg),Auto,Petrol,Huddersfield ,11995,1.0,5,Euro 6,T-GDI Excite SUV Petrol Auto (111 ps),9.392328539868899
Land Rover,Range Rover Sport,2022,37,2022 (71 reg),Auto,Diesel,Sheffield ,42980,3.0,5,Euro 6 (s/s),- D300 MHEV HSE Dynamic Black SUV Diesel Auto 4WD (300 p,10.668513436561481
Land Rover,Range Rover Sport,2022,25,2022 (71 reg),Auto,Hybrid,Sheffield ,42980,2.0,5,Unknown,- P400e 1kWh HSE Dynamic Black SUV Petrol Plug-in Hybrid Auto 4WD,10.668513436561481
Lexus,CT,2017,48,2017 (17 reg),Auto,Hybrid,Rochdale ,12814,1.8,5,Euro 6 (s/s),200h Executive Edition Hatchback Petrol Hybrid CVT (13,9.458371638798171
Land Rover,Range Rover Sport,2019,40,2019 (19 reg),Auto,Diesel,Oldham ,35949,3.0,5,Euro 6 (s/s),SD V6 Autobiography Dynamic SUV Diesel Auto 4WD (306 p,10.489884363149192
Land Rover,Discovery,2022,40,2022 (22 reg),Auto,Diesel,Oldham ,47949,3.0,5,Euro 6 (s/s),D300 MHEV Metropolitan Edition SUV Diesel Auto 4WD (30,10.777914080311584
BMW,3 Series,2014,84,2014 (14 reg),Auto,Diesel,Chesterfield ,8000,3.2,4,Unknown,SE Step Auto,8.987321812850125
Land Rover,Range Rover Sport,2021,36,2021 (21 reg),Auto,Diesel,Rotherham ,45501,3.0,5,Unknown,HSE DYNAMIC BLACK MHEV 5d 295 BHP,10.72551156001696
Jeep,Renegade,2015,87,2015 (15 reg),Manual,Diesel,Mexborough ,6295,1.6,5,Euro 5 (s/s),MultiJetII Limited,8.74766979009724
Nissan,Qashqai,2024,7,2024 (74 reg),Manual,Hybrid,Leeds ,25999,1.3,5,Unknown,- Dig-T Mh N-Design,10.165851817003619
Nissan,Qashqai,2025,1,2025 (25 reg),Auto,Hybrid,Leeds ,32950,1.5,5,Unknown,- E-Power Tekna Auto,10.402776888483789
Mercedes-Benz,C-Class,2021,15,2021 (21 reg),Auto,Diesel,Wakefield ,30411,2.2,5,Unknown,- C220d AMG Line Premium Plus 9G-Tronic,10.322592546348327
Jeep,Compass,2025,10,2025 (25 reg),Auto,Petrol,Huddersfield ,26998,1.5,5,Unknown,- T4 e-Torque Hybrid Summit DCT,10.203555107263542
Kia,Soul,2011,129,2011 (11 reg),Manual,Petrol,Dalton Magna ,1895,1.6,5,Unknown,Tempest,7.547501682814967
Mercedes-Benz,SLC,2016,42,2016 (16 reg),Auto,Petrol,Rotherham ,16495,2.0,2,Euro 6 (s/s),- SLC200 AMG Line Convertible Petrol G-Tronic (184 ps),9.71087320625674
Honda,CR-V,2011,119,2011 (61 reg),Manual,Diesel,Rotherham ,3750,2.2,5,Unknown,i-DTEC EX,8.229777750081887
Hyundai,KONA,2024,1,2024 (74 reg),Auto,Electric,Bradford ,38995,1.6,5,Unknown,- 160kW N Line S 65kWh Auto,10.571214355749163
Nissan,Qashqai,2024,5,2024 (74 reg),Manual,Hybrid,Leeds ,25999,1.3,5,Unknown,- Dig-T Mh N-Connecta,10.165851817003619
BMW,7 Series,2016,118,2016 (66 reg),Auto,Diesel,Rochdale ,17497,3.0,4,Euro 6 (s/s),730Ld Auto,9.76984186766621
Land Rover,Range Rover Sport,2021,60,2021 (70 reg),Auto,Diesel,York ,32989,3.0,5,Euro 6 (s/s),D300 MHEV HSE Dynamic Auto 4WD,10.403959764222627
Kia,Optima,2012,98,2012 (62 reg),Manual,Diesel,Rotherham ,2990,1.7,4,Euro 5 (s/s),CRDi EcoDynamics 1,8.003363058629947
Nissan,Qashqai,2024,3,2024 (74 reg),Manual,Hybrid,Leeds ,24450,1.3,5,Unknown,- Dig-T Mh N-Connecta,10.104426393862145
Volkswagen,Polo,2010,115,2010 (10 reg),Manual,Petrol,Rochdale ,2795,1.2,5,Unknown,70 SE,7.935945103353701
Ford,Capri,2024,4,2024 (74 reg),Auto,Electric,Sheffield ,40999,1.6,5,Unknown,- 250Kw Premium 79Kwh Awd Auto [Driver Assist],10.621327345686446
Kia,XCeed,2021,70,2021 (71 reg),Manual,Petrol,Rochdale ,9790,1.0,5,Euro 6 (s/s),"T-GDi 2 SUV Petrol Manual (118 bhp) 7in Touchscreen, A",9.189218875354072
BMW,3 Series,2015,87,2015 (65 reg),Auto,Diesel,Bradford ,14990,3.4,4,Unknown,xDrive M Sport Step Auto,9.615205300012315
Mercedes-Benz,S-Class,2017,75,2017 (67 reg),Auto,Diesel,Oldham ,21995,3.0,4,Euro 6 (s/s),S350Ld V6 AMG Line (Premium) G-Tronic+,9.998615897627705
Ford,Capri,2025,6,2025 (25 reg),Auto,Electric,Leeds ,41999,1.6,5,Unknown,- 210Kw Premium 77Kwh Auto [Driver Assist Pack],10.645424897265505
Mercedes-Benz,S-Class,2017,75,2017 (17 reg),Auto,Diesel,Doncaster ,20975,3.5,4,Unknown,S350d L AMG Line Auto 9G-Tronic [Premium] LWB *Just Serviced & MOT 08/26*,9.95113420600348
Volkswagen,Polo,2022,31,2022 (22 reg),Manual,Petrol,Heckmondwike ,15000,1.0,5,Unknown,TSI R-Line,9.61587214452889
Volkswagen,T-Roc,2018,32,2018 (68 reg),Manual,Diesel,Sheffield ,16990,1.6,5,Unknown,TDI R-Line - Virtual Cockpit & Apple CarPlay & Heated Seats,9.740439071085758
Audi,TT,2011,80,2011 (11 reg),Manual,Diesel,Rotherham ,7450,2.0,3,Euro 5,TDI Black Edition quattro,8.916103530553727
BMW,3 Series,2025,101,2025 (25 reg),Auto,Not Supplied,Harrogate ,47950,2.3,5,Unknown,- 330e 2 kWh M Sport Step Auto,10.777934935151473
BMW,i4,2025,63,2025 (25 reg),Auto,Electric,Doncaster ,49990,3.9,5,Unknown,- 250kW eDrive40 M Sport 8kWh Auto,10.819598268208338
Renault,Captur,2015,104,2015 (15 reg),Manual,Diesel,Bradford ,3995,1.5,5,Unknown,dCi 90 Dynamique MediaNav Energy,8.293049139768444
Toyota,Auris,2014,107,2014 (14 reg),Auto,Hybrid,Bradford ,6990,1.8,5,Euro 5 (s/s),VVT-h Excel Touring Sports Petrol Hybrid CVT (136 ps),8.852378886511985
MG,MG4,2023,9,2023 (23 reg),Auto,Electric,Oldham ,16450,1.6,5,Unknown,- 64kwh Trophy Long Range Hatchback Electric Auto 203 Ps,9.708141544619421
Nissan,Qashqai,2013,49,2013 (63 reg),Manual,Petrol,Stalybridge ,4995,1.6,5,Euro 5 (s/s),Acenta SUV Petrol Manual 2WD (117 ps),8.516392871245468
Jaguar,F-Pace,2020,119,2020 (20 reg),Auto,Diesel,Leeds ,14690,2.0,5,Unknown,d [180] CHEQUERED FLAG AUTO AWD + PAN ROOF + VIRTUAL COCKPIT +,9.594990340370426
Toyota,Yaris,2012,81,2012 (62 reg),Manual,Petrol,Rotherham ,3490,1.0,3,Euro 5,VVT-i Edition,8.157943507105037
Audi,RS3,2016,72,2016 (16 reg),Auto,Petrol,Bradford ,23990,2.5,5,Unknown,TFSI RS 3 Quattro S Tronic [Nav],10.085434038999999
Vauxhall,Insignia,2018,46,2018 (18 reg),Manual,Petrol,Castleford ,9490,1.5,5,Unknown,- SRi Vx-line Nav - FSH -,9.158099260130491
Audi,Q3,2016,92,2016 (66 reg),Manual,Diesel,Bradford ,11490,2.0,5,Euro 6 (s/s),TDI S line Plus SUV Diesel Manual quattro (150 ps),9.349319399257634
Land Rover,Freelander 2,2013,101,2013 (63 reg),Manual,Diesel,Dukinfield ,6995,2.2,5,Euro 5 (s/s),TD4 XS 4WD,8.853093836138493
Land Rover,Discovery,2021,45,2021 (21 reg),Auto,Diesel,Sheffield ,41980,1.6,5,Unknown,- R-DYNAMIC SE PANORAMIC ROOF FULL LAND ROVER SERVICE HISTORY,10.64497241395799
Nissan,X-Trail,2025,5,2025 (25 reg),Auto,Hybrid,Leeds ,39999,1.5,5,Unknown,- E-Power E-4Orce 213 Tekna+ [7 Seat] Auto,10.596634733096073
Volvo,XC60,2014,133,2014 (14 reg),Auto,Diesel,Oldham ,7495,2.4,5,Euro 5,D5 R-Design Lux Nav Geartronic AWD,8.922124823918258
Vauxhall,Mokka,2015,72,2015 (65 reg),Auto,Petrol,Chesterfield ,7000,1.4,5,Unknown,SE Auto,8.853808274977197
Land Rover,Range Rover Sport,2022,29,2022 (71 reg),Auto,Hybrid,Sheffield ,41480,2.0,5,Unknown,- P400e 1kWh HSE Dynamic Black SUV Petrol Plug-in Hybrid Auto 4WD,10.632990770056727
Volvo,XC90,2025,12,2025 (25 reg),Auto,Petrol,Leeds ,65995,1.6,5,Unknown,"- Ultra, B5 AWD Mild hybrid, Petrol, Dark, 7 Seats",11.097349413111335
Nissan,Qashqai,2016,74,2016 (66 reg),Auto,Diesel,Chesterfield ,9495,1.6,5,Unknown,dCi N-Connecta Xtronic,9.158625936289503
Porsche,Taycan,2022,17,2022 (72 reg),Auto,Electric,Dinnington ,57880,3.4,4,Unknown,Performance Plus 9kWh 4S Auto 4WD (11kW Charger),10.966144457721258
Hyundai,KONA,2025,717,2025 (25 reg),Auto,Hybrid,Barnsley ,27990,1.6,5,Unknown,- Hybrid 129 N Line DCT,10.239638308916676
Renault,Megane,2016,53,2016 (66 reg),Manual,Diesel,Sheffield ,7990,1.5,5,Unknown,dCi Dynamique S Nav,8.986071187374463
Nissan,Qashqai,2022,26,2022 (22 reg),Manual,Petrol,Rochdale ,19914,1.3,5,Unknown,- DIG-T MH TEKNA,9.899228495615745
Ford,Kuga,2011,111,2011 (61 reg),Manual,Diesel,Keighley ,3695,2.0,5,Unknown,TDCi 140 Titanium 2WD,8.215006432761575
Porsche,911,2017,40,2017 (17 reg),Auto,Petrol,Boroughbridge ,61895,3.0,2,Euro 6 (s/s),991 Carrera PDK,11.03321083622929
Land Rover,Discovery,2022,30,2022 (22 reg),Auto,Diesel,Sheffield ,46980,3.0,5,Euro 6 (s/s),- D300 MHEV R-Dynamic SE SUV Diesel Auto 4WD (300 ps),10.757498543639837
Ford,Focus,2012,66,2012 (61 reg),Manual,Petrol,Swinton ,4450,1.6,5,Unknown,- Edge Hatchback A/C,8.400884069015854
Ford,Capri,2024,4,2024 (74 reg),Auto,Electric,Sheffield ,40999,1.6,5,Unknown,- 250Kw Premium 79Kwh Awd Auto [Driver Assist],10.621327345686446
Alfa Romeo,Giulietta,2014,60,2014 (64 reg),Manual,Diesel,Doncaster ,7650,2.0,5,Euro 5 (s/s),- JTDM-2 Sportiva Nav,8.942591637231851
Land Rover,Range Rover,2021,36,2021 (21 reg),Auto,Diesel,Halifax ,44990,3.0,5,Euro 6 (s/s),D300 MHEV Westminster Black Auto 4WD,10.714217748749789
Saab,9-3,2011,82,2011 (11 reg),Manual,Diesel,Stalybridge ,4995,1.9,2,Euro 5,TTiD Vector Sport Convertible Diesel Manual (180 ps),8.516392871245468
Toyota,IQ,2009,133,2009 (59 reg),Manual,Petrol,Doncaster ,2000,1.6,3,Unknown,- VVT-I IQ,7.601402334583733
Ford,Fiesta,2012,32,2012 (62 reg),Manual,Petrol,Sheffield ,4695,1.2,3,Unknown,5 Edge,8.454466361507933
Ford,Fiesta,2013,73,2013 (13 reg),Manual,Petrol,Keighley ,3695,1.2,3,Unknown,5 82 Zetec,8.215006432761575
Volkswagen,Golf,2017,80,2017 (17 reg),Auto,Diesel,Bradford ,15995,2.0,5,Unknown,TDI 184 GTD DSG,9.680093969966709
Renault,Clio,2009,103,2009 (59 reg),Manual,Diesel,Cleckheaton ,1090,1.5,5,Unknown,dCi 86 Dynamique,6.994849985833071
Mitsubishi,Colt,2008,72,2008 (8 reg),Auto,Diesel,Sheffield ,3500,1.5,5,Unknown,DI-D CZ2,8.160803920954665
BMW,Z4,2006,121,2006 (6 reg),Manual,Petrol,Bradford ,2999,2.0,2,Unknown,- 2006 i Sport MET GREY FULL RED LEATHER,8.006367567650246
MG,MG ZS,2021,79,2021 (71 reg),Manual,Petrol,Swinton ,9995,1.5,5,Unknown,- VTi-TECH Exclusive,9.209940291954844
Audi,A4 Avant,2021,100,2021 (71 reg),Auto,Diesel,Bradford ,18990,2.0,5,Euro 6 (s/s),TDI 35 Black Edition Estate Diesel S Tronic (163 ps),9.851720461714246
Vauxhall,Mokka X,2018,81,2018 (18 reg),Manual,Petrol,Rotherham ,5990,1.4,5,Euro 6 (s/s),i Turbo ecoTEC Elite Nav,8.698013622083925
SEAT,Leon,2018,124,2018 (68 reg),Manual,Petrol,Oldham ,6495,1.4,5,Euro 6 (s/s),TSI FR Technology,8.778941881841513
SEAT,Leon,2011,77,2011 (61 reg),Manual,Diesel,Wakefield ,4000,1.6,5,Unknown,TDI CR SE Copa,8.294299608857235
Skoda,Octavia,2017,88,2017 (17 reg),Auto,Diesel,Leeds ,13700,2.0,5,Euro 6 (s/s),- TDI vRS DSG,9.525224101853109
