Brand,Model,Year,Miles(k miles),Registration,Control,Fuel,Location,Price(£),EngineSize,Doors,Emission,ModelFull
Vauxhall,Mokka-e,2021.0,70,2021 (21 reg),Auto,Electric,Oldham ,9544,,5,,50kWh Elite Nav Premium Auto
Skoda,Octavia,2025.0,875,2025 (74 reg),Auto,Hybrid,York ,27170,1.5,5,,- TSI 150 e-TEC Sportline DSG Automatic
Fiat,500,2010.0,56,2010 (60 reg),Manual,Petrol,Sheffield ,2350,1.2,3,,Lounge [Start Stop]
BMW,X1,2017.0,36,2017 (67 reg),Auto,Petrol,Ashton-under-Lyne ,17295,,5,,- xDrive 20i M Sport Step Auto
Land Rover,Defender 110,2021.0,49,2021 (21 reg),Auto,Diesel,Keighley ,49989,3.0,5,Euro 6 (s/s),D300 MHEV X-Dynamic HSE Auto 4WD
BMW,1 Series,2010.0,153,2010 (10 reg),Manual,Diesel,Dalton Magna ,1595,1.2,3,,Sport
Volkswagen,Touran,2016.0,198,2016 (66 reg),Auto,Diesel,Keighley ,5989,1.6,5,Euro 6 (s/s),TDI BlueMotion Tech SE DSG
Land Rover,Range Rover Sport,2018.0,90,2018 (18 reg),Auto,Diesel,Halifax ,19500,2.0,5,Euro 6 (s/s),SD4 HSE Auto 4WD
Toyota,Corolla,2022.0,27,2022 (22 reg),Auto,Hybrid,Leeds ,16385,,5,,"- ICON TECH [SAT NAV, HEATED SEATS & REVERSE CAMERA]"
Ford,Fusion,2007.0,63,2007 (7 reg),Auto,Petrol,Featherstone ,1995,1.6,5,,Zetec Auto [Climate]
Toyota,Corolla,2022.0,47,2022 (22 reg),Auto,Hybrid,Leeds ,14985,,5,,"- ICON TECH [SAT NAV, HEATED SEATS & REVERSE CAMERA]"
Peugeot,108,2014.0,55,2014 (64 reg),Manual,Petrol,Batley ,2950,1.2,5,,VTi Allure
Skoda,Superb,2025.0,100,2025 (25 reg),Auto,Hybrid,Leeds ,31795,1.5,5,,- TSI e-TEC SE L DSG Automatic
Skoda,Fabia,2013.0,107,2013 (63 reg),Manual,Petrol,Ossett ,2295,1.2,5,,- 12V Reaction
Audi,A1,2011.0,129,2011 (60 reg),Manual,Diesel,Heckmondwike ,2790,1.6,3,,TDI Sport
Fiat,500,2016.0,62,2016 (66 reg),Manual,Diesel,Sheffield ,6495,1.3,3,Euro 6 (s/s),MultiJet Lounge
Vauxhall,Adam,2016.0,26,2016 (16 reg),Manual,Petrol,Castleford ,6990,1.2,3,,- i Jam
Renault,Other,2024.0,10,2024 (74 reg),Auto,Hybrid,Bradford ,24179,1.6,5,,E-Tech FHEV 145 Techno Auto Hybrid Estate
BMW,X3,2015.0,115,2015 (65 reg),Manual,Diesel,Keighley ,7489,,5,,xDrive20d M Sport
Nissan,X-Trail,2025.0,10,2025 (25 reg),Auto,Hybrid,Oldham ,31495,1.5,5,,- E-POWER E-4ORCE 213 N-CONNECTA AUTO
Mitsubishi,Outlander,2014.0,200,2014 (64 reg),Auto,Hybrid,Sheffield ,4695,2.0,5,,PHEV GX4hs Auto
BMW,2 Series,2015.0,103,2015 (65 reg),Auto,Diesel,Keighley West ,8489,2.2,5,,xDrive M Sport Step Auto
Mitsubishi,L200,2019.0,100,2019 (19 reg),Manual,Diesel,Bradford ,13140,2.4,4,Euro 6,DI-D DC Barbarian Pickup Double Cab Diesel Manual 4WD (178 p
Kia,Soul,2009.0,138,2009 (9 reg),Auto,Diesel,Leeds ,495,1.6,5,,CRDi 2 Auto
Mercedes-Benz,CLA,2018.0,150,2018 (68 reg),Auto,Diesel,Keighley ,8489,2.1,4,Euro 6 (s/s),CLA200d AMG Line Coupe 7G-DCT
Land Rover,Range Rover,2025.0,964,2025 (25 reg),Auto,Hybrid,Bradford ,120000,3.0,4,,P460e Autobiography Auto Estate
Toyota,Corolla,2022.0,29,2022 (22 reg),Auto,Hybrid,Leeds ,16285,,5,,"- ICON TECH [SAT NAV, HEATED SEATS & REVERSE CAMERA]"
Polestar,Polestar 2,2023.0,151,2023 (73 reg),Auto,Electric,Sheffield ,29490,,4,,- Long range Dual motor with Performance pack
Land Rover,Range Rover Velar,2021.0,35,2021 (21 reg),Auto,Diesel,Oldham ,33949,2.0,5,Euro 6 (s/s),D200 MHEV R-Dynamic HSE Auto 4WD (204 ps)
Mercedes-Benz,GLC,2021.0,29,2021 (21 reg),Auto,Diesel,Cleckheaton ,37995,3.0,4,,- GLC300d AMG Line
BMW,4 Series Gran Coupe,2017.0,136,2017 (17 reg),Manual,Diesel,Castleford ,6295,2.0,5,Euro 6 (s/s),420d Sport
Nissan,Note,2011.0,88,2011 (11 reg),Auto,Petrol,Rochdale ,2995,1.6,5,,N-Tec Auto
Volvo,V70,2010.0,104,2010 (60 reg),Auto,Diesel,Sheffield ,3995,,5,,D3 [163] SE Geartronic [Lthr] *STUNNING EXAMPLE*
Vauxhall,Zafira,2008.0,102,2008 (57 reg),Manual,Petrol,Sheffield ,995,1.6,5,Euro 4,Exclusiv
Vauxhall,Insignia,2015.0,212,2015 (15 reg),Manual,Diesel,Leeds ,1495,2.0,5,Euro 5,CDTi Energy
Rolls-Royce,Silver Dawn,2016.0,8,2016 (16 reg),Auto,Petrol,Boroughbridge ,169995,6.6,2,Euro 6,V12 Auto
Mercedes-Benz,GLC,2020.0,36,2020 (20 reg),Auto,Diesel,York ,35995,2.9,5,Euro 6 (s/s),GLC400d AMG Line (Premium Plus) Coupe G-Tronic+ 4MATIC
Land Rover,Discovery,2025.0,95,2025 (25 reg),Manual,Diesel,Ecclesfield ,10400,,5,,
Ford,Mondeo,2010.0,160,2010 (60 reg),Auto,Diesel,Leeds ,500,2.0,5,Euro 5,TDCi Titanium X Powershift
Ford,Fiesta,2014.0,42,2014 (64 reg),Manual,Petrol,Liversedge ,4495,1.2,3,,- 5 STYLE
Nissan,Qashqai,2025.0,10,2025 (25 reg),Manual,Petrol,Rochdale ,26495,1.3,5,,- DIG-T MH N-DESIGN
Nissan,Qashqai,2025.0,10,2025 (25 reg),Manual,Petrol,Rochdale ,26495,1.3,5,,- DIG-T MH N-DESIGN
Renault,Megane,2010.0,186,2010 (60 reg),Manual,Diesel,Manchester ,1000,1.9,3,,dCi 130 Privilege TomTom
Skoda,Scala,2025.0,11,2025 (25 reg),Manual,Petrol,Huddersfield ,22991,1.0,5,,- TSI 116 Monte Carlo Edition Manual
Renault,Clio,2015.0,27,2015 (15 reg),Manual,Petrol,Leeds ,7495,0.9,5,Euro 5 (s/s),TCe Dynamique S MediaNav Hatchback Petrol Manual (90 p
Land Rover,Range Rover Evoque,2014.0,82,2014 (14 reg),Auto,Diesel,Bradford ,9495,2.2,5,,SD4 Pure Auto [9] [Tech Pack]
Polestar,Polestar 2,2024.0,767,2024 (74 reg),Auto,Electric,Sheffield ,29990,,4,,- Standard range Single motor
Land Rover,Freelander,2008.0,95,2008 (8 reg),Auto,Diesel,Bradford ,2995,2.2,5,,Td4 S Auto
Vauxhall,Crossland,2022.0,23,2022 (72 reg),Manual,Petrol,Oldham ,13799,1.2,5,Euro 6 (s/s),Turbo Ultimate SUV Petrol Manual (110 ps)
Vauxhall,Corsa,2024.0,1,2024 (74 reg),Auto,Electric,Rotherham ,21874,,5,,- 100kW Design 50kWh Auto
Skoda,Fabia,2019.0,32,2019 (19 reg),Manual,Petrol,Dewsbury ,5699,1.0,5,,2019 SKODA FABIA TSI SE MODEL 32K MILEAGE 1 OWNER 2 KEYS - BARGAIN
Land Rover,Range Rover Sport,2019.0,48,2019 (19 reg),Auto,Diesel,Halifax ,34500,3.0,5,Euro 6 (s/s),SD V6 Autobiography Dynamic Auto 4WD
Polestar,Polestar 2,2023.0,47,2023 (72 reg),Auto,Electric,Oldham ,19499,,5,,Single Motor 78kWh Long Range Fastback Electric Auto FWD (231 ps)
BMW,M5,2018.0,48,2018 (68 reg),Auto,Petrol,"Wetherby, Thorp Arch Estate ",41320,4.4,4,Euro 6 (s/s),i V8 Competition Steptronic xDrive
Audi,A8,2019.0,79,2019 (19 reg),Auto,Diesel,Keighley ,19989,3.0,4,Euro 6 (s/s),TDI V6 50 Tiptronic quattro
Porsche,Taycan,2022.0,9,2022 (22 reg),Auto,Electric,Sheffield ,54980,3.4,5,,- Performance Plus 9kWh 4S Cross Turismo Electric Auto 4WD (11kW Charg
BMW,X5,2010.0,117,2010 (10 reg),Auto,Diesel,Ossett ,4295,,5,,xDrive35d SE Auto [7 Seat]
Vauxhall,Mokka,2024.0,1,2024 (74 reg),Auto,Electric,Rotherham ,23745,,5,,- 100kW Design 50kWh Auto
Honda,Jazz,2015.0,68,2015 (15 reg),Manual,Petrol,Manchester ,4390,1.4,5,,i-VTEC ES Plus
Ford,Focus,2018.0,86,2018 (68 reg),Auto,Diesel,Rotherham ,8990,1.5,5,Euro 6 (s/s),EcoBlue ST-Line Auto
Jeep,Other,2025.0,10,2025 (25 reg),Auto,Petrol,Huddersfield ,24998,1.2,5,,- e-Hybrid Summit DCT
Audi,A3,2006.0,147,2006 (56 reg),Manual,Diesel,Northowram ,1795,2.0,5,,TDi S Line
Audi,A6 Saloon,2015.0,119,2015 (64 reg),Auto,Diesel,Rotherham ,8290,2.0,4,Euro 6 (s/s),TDI ultra Black Edition S Tronic
Nissan,Almera,2005.0,110,2005 (55 reg),Auto,Petrol,"Bradford, Clayton ",1495,1.8,5,,SE
Skoda,Yeti,2012.0,84,2012 (12 reg),Manual,Diesel,Rochdale ,4490,2.0,5,Euro 5,TDI Elegance 4WD
Land Rover,Freelander 2,2007.0,172,2007 (57 reg),Manual,Diesel,Keighley ,1489,2.2,5,Euro 4,TD4 SE 4WD
Peugeot,107,2011.0,92,2011 (61 reg),Manual,Petrol,Manchester ,1195,1.0,5,,Urban
Volvo,V50,2010.0,150,2010 (10 reg),Manual,Diesel,Batley ,2450,,5,,D4 [177] SE Lux FULL SERVICE HISTORY
Lexus,IS,2002.0,299,2002 (52 reg),Manual,Petrol,KEIGHLEY ,999,2.0,4,,200 SE
MG,MG ZS,2019.0,41,2019 (19 reg),Manual,Petrol,Rochdale ,8999,1.5,5,,VTi-TECH Exclusive
Polestar,Polestar 2,2025.0,101,2025 (25 reg),Auto,Electric,Sheffield ,30690,,4,,- Standard range Single motor
Toyota,RAV4,2006.0,49,2006 (56 reg),Manual,Petrol,KEIGHLEY ,2395,2.0,5,,- VVT-i XT3
Mazda,Mazda3,2009.0,114,2009 (9 reg),Manual,Petrol,Wakefield ,1795,1.6,5,,Takara
BYD,Dolphin,2025.0,5,2025 (25 reg),Auto,Electric,Sheffield ,20450,0.4,5,,- 150Kw Comfort 6Kwh Auto
Ford,Focus,2009.0,56,2009 (59 reg),Manual,Petrol,Barnsley ,2450,1.6,5,,"Titanium Hatchback Petrol Manual (159 g/km, 99 bhp)"
Volkswagen,Tiguan Allspace,2021.0,55,2021 (21 reg),Auto,Diesel,Bradford ,20000,2.0,5,,"TDI DSG Match (Adaptive Cruise Control, Apple CarPlay, Keyless Entry)"
Skoda,Octavia,2025.0,7,2025 (25 reg),Auto,Hybrid,Wakefield ,27695,1.5,5,,- TSI 150 e-TEC SE L DSG Automatic
Vauxhall,Mokka,2024.0,10,2024 (74 reg),Auto,Electric,Barnsley ,20541,,5,,- 100kW Design 50kWh Auto
Audi,A3,2010.0,154,2010 (60 reg),Auto,Diesel,Sheffield ,2495,2.0,5,,TDI 170 Sport S Tronic
Audi,A4,2004.0,192,2004 (4 reg),Manual,Diesel,Bradford ,899,1.9,5,,TDI 130 SE [6]
Land Rover,Discovery,2017.0,97,2017 (17 reg),Auto,Diesel,Leeds ,21990,3.0,5,EURO 6,TD6 FIRST EDITION HSE LUXURY AUTOMATIC ++ MEGA SPEC ++ +
Toyota,Avensis,2007.0,52,2007 (7 reg),Manual,Petrol,Sheffield ,2495,1.8,5,,VVT-i T3-X
Mercedes-Benz,C-Class,2016.0,100,2016 (66 reg),Auto,Diesel,Leeds ,12990,2.2,4,,C220d AMG Line PREMIUM PLUS AUTOMATIC + FSH + PAN ROOF +
Peugeot,208,2025.0,0,2025 (25 reg),Manual,Petrol,Huddersfield ,19800,1.2,5,,- PureTech 100 GT
Vauxhall,Insignia,2013.0,110,2013 (63 reg),Manual,Diesel,Bradford ,2795,2.0,5,,CDTi [140] ecoFLEX Limited Edition [S/S]
Polestar,Polestar 4,2024.0,101,2024 (74 reg),Auto,Electric,Sheffield ,49990,,5,,- Long range Dual motor
BMW,4 Series Gran Coupe,2017.0,101,2017 (17 reg),Auto,Diesel,Leeds ,9699,2.0,5,Euro 6 (s/s),- 420d Sport Auto
Polestar,Polestar 3,2024.0,101,2024 (74 reg),Auto,Electric,Sheffield ,57890,,5,,- Long range Dual motor
Peugeot,208,2025.0,25,2025 (25 reg),Manual,Petrol,Huddersfield ,19500,1.2,5,,- PureTech 100 GT
Honda,e NY1,2024.0,12,2024 (24 reg),Auto,Electric,Doncaster ,21395,,5,,150kW Elegance 69kWh Auto Electric Hatchback
Kia,Ceed,2025.0,30,2025 (25 reg),Manual,Petrol,Rotherham ,20850,1.5,5,,- GDi ISG 138 GT-Line
Hyundai,TUCSON,2016.0,36,2016 (16 reg),Manual,Diesel,Sheffield ,11950,2.0,5,Euro 6,CRDi Premium 4WD
Fiat,500,2015.0,56,2015 (15 reg),Manual,Petrol,Wakefield ,4690,1.2,3,,- S [AC] ## £35 ROAD TAX - STUNNING CAR ##
Land Rover,Discovery,2018.0,40,2018 (68 reg),Auto,Diesel,Oldham ,33949,3.0,5,Euro 6 (s/s),SD V6 HSE Luxury SUV Diesel Auto 4WD (306 ps)
Land Rover,Range Rover Sport,2019.0,60,2019 (19 reg),Auto,Diesel,Leeds ,28495,3.0,5,Euro 6,- L HSE SDV6 Auto SUV Diesel Automatic (306 bhp)
MINI,Aceman,2025.0,65,2025 (25 reg),Auto,Electric,Doncaster ,29490,,5,,- 135kW E Classic 43kWh Auto
Vauxhall,Zafira,2010.0,123,2010 (60 reg),Auto,Diesel,Castleford ,2495,1.9,5,Euro 4,CDTi Design [150] Auto []
Volkswagen,Polo,2011.0,125,2011 (11 reg),Manual,Petrol,Rochdale ,1995,1.2,5,,60 S [AC]
Mazda,Mazda6,2016.0,55,2016 (16 reg),Manual,Petrol,Huddersfield ,7995,2.0,4,Euro 6 (s/s),- SKYACTIV-G SE-L Nav Saloon Petrol Manual (145 ps)
Volkswagen,Golf,2005.0,175,2005 (5 reg),Auto,Petrol,Sheffield ,3789,2.0,5,,TFSI GTI DSG
Vauxhall,Meriva,2011.0,70,2011 (11 reg),Manual,Petrol,Wakefield ,2495,1.4,5,Euro 5,16V Excite
BYD,Dolphin,2025.0,200,2025 (25 reg),Auto,Electric,Sheffield ,21750,,5,,- 115Kw Comfort 43Kwh Auto
Toyota,Corolla,2021.0,36,2021 (21 reg),Auto,Hybrid,Leeds ,16785,,5,,"- ICON TECH [SAT NAV, HEATED SEATS & REVERSE CAMERA]"
Vauxhall,Corsa,2025.0,1,2025 (74 reg),Auto,Electric,Barnsley ,17839,,5,,- 100kW Yes 50kWh Auto
Vauxhall,Corsa,2025.0,1,2025 (74 reg),Auto,Electric,Huddersfield ,17649,,5,,- 100kW Yes 50kWh Auto
Fiat,500,2012.0,98,2012 (12 reg),Manual,Petrol,Rotherham ,2495,1.2,3,,Lounge [Start Stop]
Vauxhall,Corsa,2025.0,549,2025 (25 reg),Auto,Petrol,Rotherham ,21041,1.2,5,,- Turbo Ultimate Auto
Mazda,MX-30,2025.0,495,2025 (25 reg),Auto,Electric,Barnsley ,18995,5.5,5,,- 107kW Makoto 3kWh Auto
Audi,A5 Cabriolet,2017.0,74,2017 (17 reg),Auto,Diesel,Sheffield ,13990,2.0,2,,TDI Quattro Convertible S-Line S-Tronic - Apple CarPlay & Sat Nav
Ferrari,Roma,2025.0,173,2025 (25 reg),Auto,Petrol,Boroughbridge ,208995,3.8,2,Euro 6 (s/s),V8 Spider F1 DCT
Toyota,RAV4,2003.0,165,2003 (3 reg),Manual,Diesel,Sheffield ,1495,2.0,5,,D-4D GX 4WD
Vauxhall,Corsa,2025.0,1,2025 (74 reg),Auto,Electric,Rotherham ,17830,,5,,- 100kW Yes 50kWh Auto
BMW,4 Series Gran Coupe,2016.0,84,2016 (66 reg),Auto,Diesel,Oldham ,11495,2.0,5,Euro 6 (s/s),420d M Sport Auto
Volkswagen,Golf,2018.0,81,2018 (68 reg),Manual,Diesel,Keighley ,11989,2.0,5,Euro 6 (s/s),TDI GTD
Vauxhall,Mokka,2025.0,1,2025 (74 reg),Auto,Electric,Rotherham ,19341,,5,,- 100kW Griffin 50kWh Auto
Vauxhall,Mokka,2025.0,1,2025 (74 reg),Auto,Electric,Rotherham ,19341,,5,,- 100kW Griffin 50kWh Auto
Vauxhall,Mokka,2025.0,1,2025 (74 reg),Auto,Electric,Rotherham ,19341,,5,,- 100kW Griffin 50kWh Auto
Vauxhall,Mokka,2025.0,2,2025 (74 reg),Auto,Electric,Rotherham ,19341,,5,,- 100kW Griffin 50kWh Auto
Vauxhall,Mokka,2025.0,1,2025 (74 reg),Auto,Electric,Rotherham ,19341,,5,,- 100kW Griffin 50kWh Auto
Jeep,Avenger,2025.0,10,2025 (25 reg),Auto,Hybrid,Worksop ,25995,1.2,5,,Summit 100hp E-hybrid 48v At6
Vauxhall,Corsa,2013.0,65,2013 (13 reg),Manual,Petrol,Sheffield ,3295,1.2,3,Euro 5,16V Energy (A/C)
Omoda,OMODA 5,2024.0,8,2024 (74 reg),Auto,Petrol,Oldham ,21499,1.6,5,Euro 6 (s/s),TGDI Noble SUV Petrol DCT (186 ps)
Kia,Ceed,2025.0,30,2025 (25 reg),Auto,Petrol,Rotherham ,21849,1.5,5,,- GDi ISG 138 GT-Line DCT
BMW,i3,2018.0,43,2018 (18 reg),Auto,Electric,Chesterfield ,10995,,5,,135kW S 33kWh Auto
Toyota,Corolla,2023.0,30,2023 (73 reg),Auto,Hybrid,Leeds ,18285,,5,,"- ICON [SAT NAV, HEATED SEATS & REVERSE CAMERA]"
Skoda,Octavia,2007.0,149,2007 (7 reg),Manual,Petrol,Oldham ,1395,2.0,5,Euro 4,TFSI vRS
Peugeot,208,2014.0,48,2014 (64 reg),Manual,Diesel,Cleckheaton ,4250,1.6,3,Euro 5 (s/s),e-HDi Allure
Jaguar,E-Pace,2021.0,30,2021 (21 reg),Auto,Diesel,Oldham ,26300,2.0,5,Euro 6 (s/s),D200 MHEV R-Dynamic SE SUV Diesel Auto AWD (204 ps)
Suzuki,Baleno,2019.0,107,2019 (68 reg),Manual,Petrol,Sheffield ,2500,1.0,5,,Boosterjet SZ-T
BMW,X1,2021.0,83,2021 (21 reg),Auto,Hybrid,Goole ,14500,1.5,5,,- X1 xDrive25e xLine
Citroen,Berlingo,2019.0,37,2019 (69 reg),Manual,Diesel,Stalybridge ,11395,1.5,5,Euro 6,BlueHDi Feel M MPV Diesel Manual (100 ps)
Ford,Fiesta,2019.0,40,2019 (19 reg),Manual,Petrol,Leeds ,10489,1.0,5,,ECOBOOST 100 BHP ST-LINE X GPF HATCHBACK ( HIGH SPEC )
Vauxhall,Corsa,2025.0,16,2025 (74 reg),Auto,Electric,Worksop ,16350,,5,,- 100kW Yes 50kWh Auto
Mercedes-Benz,GLC,2021.0,44,2021 (21 reg),Auto,Diesel,Otley ,32500,2.0,5,Euro 6 (s/s),GLC300d AMG Line (Premium Plus) G-Tronic+ 4MATIC
Fiat,500X,2022.0,21,2022 (71 reg),Manual,Petrol,Yeadon ,11995,1.0,5,Euro 6 (s/s),FireFly Turbo Connect
Renault,Austral,2024.0,607,2024 (24 reg),Auto,Hybrid,Wakefield ,26495,,5,,- E-Tech FHEV Techno Esprit Alpine Auto
Vauxhall,Mokka,2025.0,31,2025 (25 reg),Auto,Petrol,Rotherham ,19341,1.2,5,,- Turbo Design Auto
Peugeot,208,2025.0,10,2025 (25 reg),Manual,Petrol,York ,17998,1.2,5,,- PureTech 100 Allure
Mercedes-Benz,GLC,2019.0,50,2019 (68 reg),Auto,Petrol,York ,35989,4.0,5,Euro 6 (s/s),GLC63 V8 BiTurbo AMG (Premium) Coupe SpdS MCT 4MATIC+
SEAT,Ibiza,2019.0,47,2019 (69 reg),Manual,Petrol,Sheffield ,10695,1.0,5,,FR [EZ]
Peugeot,2008,2018.0,25,2018 (18 reg),Auto,Petrol,Manchester ,10591,1.2,5,,PureTech 110 GT Line EAT6
Nissan,Qashqai,2025.0,10,2025 (25 reg),Manual,Petrol,Huddersfield ,27390,1.3,5,,- DiG-T MH Tekna
Nissan,Qashqai,2025.0,10,2025 (25 reg),Manual,Petrol,Huddersfield ,27390,1.3,5,,- DiG-T MH Tekna
Peugeot,207,2011.0,139,2011 (61 reg),Manual,Petrol,Northowram ,250,1.4,5,,Active
Fiat,600,2025.0,10,2025 (25 reg),Auto,Hybrid,Hyde ,18995,1.2,5,Euro 6 (s/s),MHEV SUV Petrol Hybrid e-DCT (100 ps)
Mazda,MX-5,2023.0,2,2023 (23 reg),Manual,Petrol,"Wetherby, Thorp Arch Estate ",26512,2.0,2,Euro 6 (s/s),SKYACTIV-G Homura
Nissan,Qashqai,2025.0,10,2025 (25 reg),Manual,Petrol,Rochdale ,26495,1.3,5,,- DIG-T MH N-DESIGN
BYD,Dolphin,2024.0,5,2024 (73 reg),Auto,Electric,Sheffield ,21895,0.4,5,,- 150Kw Design 6Kwh Auto
Peugeot,207,2011.0,98,2011 (61 reg),Manual,Diesel,Sheffield ,2489,1.6,5,Euro 5,HDi Allure
Honda,e NY1,2024.0,375,2024 (74 reg),Auto,Electric,Harrogate ,24990,,5,,- 150kW Elegance 69kWh Auto
Skoda,Karoq,2018.0,91,2018 (68 reg),Manual,Petrol,Keighley ,7989,1.0,5,Euro 6 (s/s),TSI SE Nav Plus
MINI,Coupe,2013.0,84,2013 (13 reg),Manual,Diesel,Batley ,4699,2.0,3,,Cooper S D
MINI,Aceman,2024.0,5,2024 (74 reg),Auto,Electric,Chesterfield ,29998,,5,,- 160kW SE Exclusive 54kWh Auto
Volkswagen,Golf,2018.0,24,2018 (18 reg),Auto,Petrol,Wakefield ,19995,2.0,5,Euro 6 (s/s),TSI R DSG 4Motion
Vauxhall,Astra,2017.0,90,2017 (17 reg),Manual,Diesel,Huddersfield ,3750,1.6,5,,CDTi 16V ecoFLEX Tech Line
BYD,Seal,2024.0,5,2024 (74 reg),Auto,Electric,Durkar ,35489,2.5,4,,- 8kWh Excellence Auto AWD
BYD,Seal,2025.0,719,2025 (25 reg),Auto,Electric,Sheffield ,36800,,4,,- 390Kw Excellence Awd 83Kwh Auto
Volkswagen,Golf,2018.0,98,2018 (18 reg),Auto,Electric,Skipton ,6995,,5,,99kW e-Golf 35kWh Auto
BYD,Seal,2025.0,874,2025 (25 reg),Auto,Electric,Sheffield ,36800,,4,,- 390Kw Excellence Awd 83Kwh Auto
Ford,Fiesta,2010.0,162,2010 (59 reg),Manual,Petrol,Northowram ,695,1.2,3,,5 Studio
BMW,X2,2024.0,15,2024 (24 reg),Auto,Electric,Doncaster ,33990,,5,,- 230kW xDrive30 M Sport 65kWh Auto
Renault,Clio,2018.0,66,2018 (18 reg),Manual,Diesel,Castleford ,6990,1.5,5,,- dCi 90 Signature Nav
Audi,A5 Cabriolet,2019.0,50,2019 (19 reg),Auto,Diesel,Sheffield ,18680,2.0,2,Euro 6 (s/s),- TDI 40 S line Convertible Diesel S Tronic (190 ps)
BYD,Atto 3,2025.0,120,2025 (25 reg),Auto,Electric,Durkar ,24690,0.4,5,,- 68kWh Comfort Auto
Skoda,Octavia,2021.0,109,2021 (21 reg),Auto,Hybrid,Sheffield ,10500,1.4,5,Euro 6 (s/s),TSI iV 13kWh SE Technology DSG
Fiat,Bravo,2010.0,153,2010 (10 reg),Manual,Diesel,Cleckheaton ,690,1.6,5,,Multijet 120 Dynamic
Mercedes-Benz,C-Class,2006.0,113,2006 (55 reg),Auto,Petrol,Keighley ,1495,,4,,C180K Elegance SE Auto
Mercedes-Benz,E-Class,2018.0,44,2018 (68 reg),Auto,Petrol,Heckmondwike ,47495,4.0,4,Euro 6 (s/s),E63 V8 BiTurbo AMG S SpdS MCT 4MATIC+
BMW,1 Series,2019.0,39,2019 (69 reg),Auto,Diesel,Rochdale ,15990,1.2,5,,Sport Step Auto
MINI,Aceman,2024.0,5,2024 (74 reg),Auto,Electric,Chesterfield ,30997,,5,,- 160kW SE Exclusive 54kWh Auto
SEAT,Mii,2018.0,60,2018 (18 reg),Manual,Petrol,Doncaster ,4995,1.0,5,Euro 6,- 12v Design Mii
BMW,X2,2025.0,101,2025 (25 reg),Auto,Electric,Harrogate ,39950,,5,,- 150kW eDrive20 M Sport 65kWh Auto
BYD,Seal U,2025.0,4,2025 (25 reg),Auto,Hybrid,Sheffield ,32000,1.5,5,,- Dm-I Awd Design Auto
Audi,A1,2021.0,20,2021 (21 reg),Manual,Petrol,Sheffield ,16650,1.0,5,Euro 6 (s/s),TFSI 25 Sport Sportback Petrol Manual (95 ps)
Jeep,Compass,2025.0,10,2025 (25 reg),Auto,Hybrid,Worksop ,27995,1.5,5,,Altitude E-hybrid 130hp Dct
Mazda,Mazda2 HYBRID,2025.0,2,2025 (25 reg),Auto,Hybrid,Doncaster ,21990,1.5,5,Euro 6 (s/s),h Homura CVT
Skoda,Enyaq,2022.0,24,2022 (71 reg),Auto,Electric,Oldham ,17399,,5,,62kWh 60 SUV Electric Auto (179 ps)
Toyota,Corolla,2023.0,32,2023 (73 reg),Auto,Hybrid,Leeds ,19985,,5,,"- ICON [SAT NAV, HEATED SEATS & REVERSE CAMERA]"
Kia,Sportage,2018.0,82,2018 (68 reg),Manual,Petrol,Keighley ,7989,1.6,5,Euro 6 (s/s),GDi 2
Polestar,Polestar 2,2025.0,499,2025 (25 reg),Auto,Electric,Sheffield ,34490,,4,,- Long range Single motor
Nissan,Qashqai,2014.0,121,2014 (14 reg),Manual,Diesel,Ossett ,3495,1.5,5,,- dCi Tekna PAN ROOF TOP SPEC
Ford,Focus,2014.0,157,2014 (64 reg),Manual,Diesel,Oldham ,700,1.6,5,,TDCi 115 Titanium Navigator
Vauxhall,Corsa,2015.0,109,2015 (65 reg),Manual,Petrol,Rochdale ,2790,1.4,3,Euro 6,i ecoTEC Limited Edition
Mercedes-Benz,A-Class,2017.0,66,2017 (17 reg),Manual,Diesel,Bradford ,11490,1.8,5,,(J) - A180d AMG Line Premium Plus
Ford,Ka,2013.0,28,2013 (13 reg),Manual,Petrol,Wakefield ,4290,1.2,3,,- Zetec [Start Stop] ## LOW MILES - £35 ROAD TAX ##
Audi,Q7,2010.0,130,2010 (60 reg),Auto,Diesel,York ,8995,3.0,5,,- TDI Quattro S Line Tip Auto
Mercedes-Benz,E-Class,2016.0,79,2016 (66 reg),Auto,Diesel,Rochdale ,18995,2.2,4,,E220d AMG Line Premium Plus 9G-Tronic
Ford,Mondeo,2014.0,99,2014 (64 reg),Manual,Diesel,Leeds ,3995,2.0,5,Euro 5,TDCi Titanium X Business Edition
Jaguar,XF,2012.0,39,2012 (62 reg),Auto,Diesel,Harrogate ,8995,,,,- D PORTFOLIO
Skoda,Fabia,2011.0,104,2011 (11 reg),Manual,Petrol,Leeds ,2495,1.2,5,Euro 5,TSI SE
Ford,Puma,2025.0,892,2025 (25 reg),Manual,Hybrid,Worksop ,23706,1.0,5,,- Puma ST-Line X L EcoBoost 125PS mHEV 6 Speed Manual
Mazda,Mazda2 HYBRID,2025.0,3,2025 (25 reg),Auto,Hybrid,Doncaster ,21990,1.5,5,Euro 6 (s/s),h Homura CVT
Audi,A5,2017.0,69,2017 (17 reg),Auto,Diesel,Rochdale ,15495,2.0,5,,TDI Quattro S Line S Tronic Top Spec
